Title,Release_Year,Locations,Production_Company,Distributor,Director,Writer,Actor1,Actor2,Actor3,Coordinates
"Murder in the First, Season 3",2016,"Red's Java House (Pier 30), San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7872148 -122.3874311
"Murder in the First, Season 3",2016,"887 De Haro Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7586377 -122.4007776
"Murder in the First, Season 3",2016,"Pier 96, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7418606 -122.3723858
"Murder in the First, Season 3",2016,"2633 Vallejo Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7943927 -122.4406706
Need For Speed,2014,"Embarcadero from Broadway to Folsom, San Francisco","Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,37.7992342 -122.3976815
Need For Speed,2014,"California St from Taylor to Powell, San Francisco","Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,37.78627420000001 -122.4110411
Nine Months,1995,"The Malloch Apartment Building (1360 Montgomery Street), San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.8017724 -122.4043841
Nine Months,1995,"Wasteland Store (1600 Haight Street), San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.769794 -122.4496178
Nine Months,1995,"Star's Caf� (55 Golden Gate Avenue at Van Ness), San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.7752525 -122.41955
Nine Months,1995,"St. Peter & Paul's Church (666 Filbert Street, Washington Square), San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.80159099999999 -122.4101982
Nine Months,1995,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill), San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.7553614 -122.4051687
Nine Months,1995,"Montgomery & Vallejo Streets, San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.799174 -122.4040675
Nine Months,1995,"Marathon Plaza (303 2nd Street), San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.7854089 -122.3962647
Nine Months,1995,"Jones Street at Bush, San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.7895396 -122.4137511
Nine Months,1995,"Chrissy Field, San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.8040257 -122.4650165
Nine Months,1995,"Belli Building (722 Montgomery Street at Washington), San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.7961357 -122.4031987
Nine Months,1995,"Alamo Square, San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.7774994 -122.433252
Nine Months,1995,"60 Spear Street, San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.7925749 -122.3945751
Nine Months,1995,"101 Henry Adams Place, 4th Floor, San Francisco",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,37.7681477 -122.4034548
Nora Prentiss,1947,"Belgravia Apartments (795 Sutter Street at Jones), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,Vincent Sherman,N. Richard Nash,Ann Sheridan,Kent Smith,Bruce Bennett,37.7885369 -122.4132913
Pal Joey,1957,"Coit Tower, San Francisco",Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,Kim Novak,37.8023949 -122.4058222
Pal Joey,1957,"Barbary Coast, San Francisco",Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,Kim Novak,37.781907 -122.4078286
Patty Hearst,1988,"Bank of America (38th Street at Balboa Street), San Francisco",Atlantic Entertainment Group,Atlantic Releasing Corporation,Paul Schrader,Nicholas Kazan,Natasha Richardson,William Forsythe,Ving Rhames,37.77550799999999 -122.4985236
Patty Hearst,1988,"Postcard Row (Alamo Square, Hayes Valley), San Francisco",Atlantic Entertainment Group,Atlantic Releasing Corporation,Paul Schrader,Nicholas Kazan,Natasha Richardson,William Forsythe,Ving Rhames,37.7762593 -122.432758
Petulia,1968,"Japanese Tea Garden, Hagiwara Tea Garden Drive, Golden Gate Park, San Francisco",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.7700914 -122.470436
Petulia,1968,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.7923723 -122.4105611
Petulia,1968,"Pier 43 1/2, San Francisco",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.809041 -122.414528
Petulia,1968,"Cala Foods (California Street and Hyde), San Francisco",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.7907129 -122.4177829
Petulia,1968,"307 Filbert Street, San Francisco",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.8018463 -122.4050336
Petulia,1968,"2417 Franklin Street, San Francisco",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.79669 -122.425606
Petulia,1968,"Fort Point (Presidio, Golden Gate National Recreation Area), San Francisco",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,37.8480388 -122.5294085
"Play it Again, Sam",1972,"Balboa at 22nd Avenue, San Francisco",Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.7764599 -122.4812627
"Play it Again, Sam",1972,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park), San Francisco",Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.76987570000001 -122.4685506
"Play it Again, Sam",1972,"Hyde Street Cable Car, San Francisco",Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.806642 -122.420535
"Play it Again, Sam",1972,"Aquatic Park (Jefferson Street), San Francisco",Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.80774299999999 -122.42415
"Play it Again, Sam",1972,"15-17 Fresno Street, San Francisco",Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,37.7985508 -122.4059264
Pleasure of His Company,1961,"Grace Cathedral Episcopal Church (1100 California Street), San Francisco",Perlsea Company,Paramount Pictures,George Seaton,Samuel A. Taylor,Fred Astaire,Debbie Reynolds,Lilli Palmer,37.7918581 -122.4134328
Pleasure of His Company,1961,"2700 Vallejo Street (Pacific Heights), San Francisco",Perlsea Company,Parmaount Pictures,George Seaton,Samuel A. Taylor,Fred Astaire,Debbie Reynolds,Lilli Palmer,37.7946105 -122.4420204
Point Blank,1967,"Fort Point (Presidio, Golden Gate National Recreation Area), San Francisco",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,John Boorman,Alexander Jacobs,Lee Marvin,Angie Dickinson,Keenan Wynn,37.8480388 -122.5294085
Point Blank,1967,"Alcatraz Island, San Francisco",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,John Boorman,Alexander Jacobs,Lee Marvin,Angie Dickinson,Keenan Wynn,37.8269775 -122.4229555
Pushing Dead,2016,"Blind Cat, 3050 24th Street, San Francisco, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7527597 -122.4132336
Pushing Dead,2016,"Cordova Market, 301 Rolph Street, San Francisco, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7135191 -122.436377
Pushing Dead,2016,"915 Naples, San Francisco, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7150596 -122.4352686
Pushing Dead,2016,"Infield Batting Cages, 1888 Clement Street, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7825272 -122.4792965
Pushing Dead,2016,"42 Walter Street, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7684271 -122.4326346
Pushing Dead,2016,"Church Street MUNI Station, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7674572 -122.4292287
Pushing Dead,2016,"Double Happiness Health, 3380 20th Street, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7589773 -122.4167034
Pushing Dead,2016,"Ele Nino Traiing Cetner, 2920 3rd Street, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.75208 -122.388246
Pushing Dead,2016,"Matching Half Caf�, 1799 McAllister Street, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7772762 -122.4414404
Pushing Dead,2016,"433 Baker Street, , San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7750336 -122.4415263
Pushing Dead,2016,"Mission Neibhrohood Health Cetner, 240 Shotweel Street, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.764599 -122.416586
Pushing Dead,2016,"Octavia at Grove Street, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.777618 -122.4248359
Pushing Dead,2016,"Koshland Park, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.77327760000001 -122.4267285
Pushing Dead,2016,"Daniel's Pharmacy, 943 Geneva Ave, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7163218 -122.4403456
Pushing Dead,2016,"5th Ave @ Fulton Street in Golden Gate Park, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7737373 -122.4627045
Pushing Dead,2016,"Uva Enoteca, 568 Haight Street, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7720558 -122.4316081
Quicksilver,1986,"Pacific Stock Exchange, San Francisco",Columbia Pictures Corporation,Columbia Pictures,Thomas Michael Donnelly,Thomas Michael Donnelly,Kevin Bacon,Jami Gertz,Paul Rodriguez,37.7916676 -122.4012528
Red Widow,2013,"York & 24th St., San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.7528607 -122.408214
Red Widow,2013,"2nd St & Howard, San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.7867674 -122.3982376
Red Widow,2013,"Montgomery & Market Streets, San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.7887998 -122.4020053
Red Widow,2013,"Broadway & Taylor, San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.797071 -122.413562
Red Widow,2013,"Mason & Sacramento St, San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.7927762 -122.4110042
Red Widow,2013,"Geary & 27th Ave, San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.7800493 -122.4869012
Red Widow,2013,"Geary & 20th Ave, San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.7802754 -122.479395
Red Widow,2013,"Pioneer Park at Coit Tower, San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.8028575 -122.4059887
Red Widow,2013,"Vallejo Street Garage, San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.798724 -122.4099113
Red Widow,2013,"California & Davis St, San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.7935225 -122.3976275
Red Widow,2013,"Golden Gate Ave & Jones, San Francisco",Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,37.7820851 -122.4122427
San Francisco,1936,"The Barbary Coast, San Francisco",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Anita Loos,Clark Gable,Jeanette MacDonald,Spencer Tracy,37.7998525 -122.4072593
San Francisco,1936,"City Hall, San Francisco",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Anita Loos,Clark Gable,Jeanette MacDonald,Spencer Tracy,37.7792597 -122.4192646
Sense8 - Season 2,2016,"Westerfeld House, 1198 Fulton St., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.7773209 -122.436447
Sense8 - Season 2,2016,"67-69 Deming St., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.7602857 -122.4457518
Sense8 - Season 2,2016,"The Women's Building, 3543 18th St., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.7615596 -122.4226539
Sense8 - Season 2,2016,"Julia Morgan Ballroom at the Merchant's Exchange Building, 465 California St., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.792781 -122.402175
Sense8 - Season 2,2016,"Marina Morrison Bridal, 30 Maiden Ln., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.7884657 -122.4043518
Sense8 - Season 2,2016,"Grace Cathedral, 1100 California St., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.7918581 -122.4134328
Sense8 - Season 2,2016,"San Francisco City Hall, 1 Dr. Carlton B. Goodlett Pl., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.7792597 -122.4192646
Sense8 - Season 2,2016,"City Lights Bookstore, 261 Columbus Ave., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.7976073 -122.4065603
Sense8 - Season 2,2016,"Billy Goat Hill, Castro St. & 30th St., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.741492 -122.4329806
Sense8 - Season 2,2016,"The Castro Theater, 429 Castro St., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.7620333 -122.4347591
Sense8 - Season 2,2016,"Mission Creek Harbor along Channel St., San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.7731391 -122.3936821
Sense8 - Season 2,2016,"Castle between Union and Green, San Francisco","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,37.7955685 -122.4226443
