Title,Release_Year,Locations,Production_Company,Distributor,Director,Writer,Actor1,Actor2,Actor3,Coordinates
Looking Season 2 ep 203,2015,"Boxer Stadium, 166 Havelock Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.725839 -122.444618
Looking Season 2 ep 203,2015,"Mission Rec Center, 2450 Harrison Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.75820100000001 -122.412999
Looking Season 2 ep 203,2015,"Doc's Clock, 2575 Misison Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7583482 -122.4188764
Looking Season 2 ep 204,2015,"Esta Noche, 3079 16th Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7646977 -122.4213147
Looking Season 2 ep 204,2015,"1890 Clay Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.79225280000001 -122.4238729
Looking Season 2 ep 204,2015,"Larken Street Youth Services, 1138 Sutter Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7822605 -122.4130207
Looking Season 2 ep 204,2015,"Daniel's Pharmacy, 943 Geneva Ave., San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7163218 -122.4403456
Looking Season 2 ep 204,2015,"Castro Street @ 18th street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7608908 -122.4350262
Looking Season 2 ep 204,2015,"601 Buena Vista Ave West, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.766921 -122.4440326
Looking Season 2 ep 204,2015,"Urban Flowers, 4029 18th Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7608889 -122.4333977
Looking Season 2 ep 204,2015,"3650 21st Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7566113 -122.4290512
Looking Season 2 ep 204,2015,"Bi-Rite Creamery, 3692 18th Stret, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.76159 -122.425717
Looking Season 2 ep 204,2015,"Dolores Park, San Francisco, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7596168 -122.4269038
Looking Season 2 ep 204,2015,"970 Geary Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.78622259999999 -122.4192003
Looking Season 2 ep 204,2015,"534 Hyde Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7859698 -122.4161084
Looking Season 2 ep 205,2015,"534 Hyde Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7859698 -122.4161084
Looking Season 2 ep 205,2015,"745 Treat Ave, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.758209 -122.4129761
Looking Season 2 ep 205,2015,"Always Open Car Wash, 2560 Marin Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7486566 -122.4031389
Looking Season 2 ep 205,2015,"160 Church Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7683721 -122.4294287
Looking Season 2 ep 205,2015,"1119 Alabama Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7536628 -122.4108778
Looking Season 2 ep 206,2015,"745 Treat Ave., San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.758209 -122.4129761
Looking Season 2 ep 206,2015,"1890 Clay Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.79225280000001 -122.4238729
Looking Season 2 ep 206,2015,"770 Haight Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.771831 -122.43489
Looking Season 2 ep 207,2015,"770 Haight Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.771831 -122.43489
Looking Season 2 ep 207,2015,"Delores Park, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7596168 -122.4269038
Looking Season 2 ep 207,2015,"Valenti, Marini, Perata, 4840 Mission Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7204481 -122.4382032
Looking Season 2 ep 207,2015,"Sparky's Diner, 242 Church Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7666948 -122.4290866
Looking Season 2 ep 208,2015,"2450 Harrison Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.75820100000001 -122.412999
Looking Season 2 ep 208,2015,"1246 Folsom Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7745964 -122.4109994
Looking Season 2 ep 208,2015,"Citizens Band, 1198 Folsom Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7752421 -122.4101313
Looking Season 2 ep 208,2015,"1111 California Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7911608 -122.4129317
Looking Season 2 ep 208,2015,"950 Mason Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7923883 -122.4100923
Looking Season 2 ep 209,2015,"SF Zoo, 2945 Sloat Blvd, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7331299 -122.5051593
Looking Season 2 ep 209,2015,"1246 Folsom Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7745964 -122.4109994
Looking Season 2 ep 209,2015,"68 Division Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7700948 -122.4026916
Looking Season 2 ep 209,2015,"8 Octavia Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7726231 -122.4234103
Looking Season 2 ep 209,2015,"1890 Clay Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.79225280000001 -122.4238729
Looking Season 2 ep 209,2015,"Tonga Room, Fairmont Hotel, 950 Mason Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7921357 -122.4099773
Looking Season 2 ep 209,2015,"Muddy Waters, 521 Valencia Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7645094 -122.4216882
Looking Season 2 ep 209,2015,"Mission Arts Center, 2450 Harrison Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7581831 -122.4132469
Looking Season 2 ep 210,2015,"8 Octavia Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7726231 -122.4234103
Looking Season 2 ep 210,2015,"BART Station @ 16th Street & Mission Streets, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7648438 -122.419949
Looking Season 2 ep 210,2015,"67 Deming Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7603405 -122.4457286
Looking Season 2 ep 210,2015,"Twin Peaks Park, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7525098 -122.4475683
Looking Season 2 ep 210,2015,"Vega Coffee, 1245 Folsom Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7746094 -122.4110331
Looking Season 2 ep 210,2015,"SF City Hall Polk Street Steps, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7792597 -122.4192646
Looking Season 2 ep 210,2015,"Mission Street @ 22nd Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7554447 -122.4187761
Looking Season 2 ep 210,2015,"Willy's Barber shop, 3227 22nd Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.7552116 -122.419437
Looking Season 2 ep 210,2015,"Mission Rec Center, 2450 Harrison Street, San Francisco","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.75820100000001 -122.412999
Magnum Force,1973,"Cost Plus World Market (2552 Taylor Street), San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.8059172 -122.4145599
Magnum Force,1973,"Vermont Street between 20th and 22nd Streets, San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.7749295 -122.4194155
Magnum Force,1973,"San Francisco International Airport, San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.6213129 -122.3789554
Magnum Force,1973,"San Francisco Drydock (20th and Illinois Streets), San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.760628 -122.3866097
Magnum Force,1973,"Pacific Heights Towers (2200 Sacramento Street, Pacific Heights), San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.790681 -122.429498
Magnum Force,1973,"Hall of Justice (850 Bryant Street), San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.775471 -122.4037169
Magnum Force,1973,"Golden Gate Bridge, San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.8190603 -122.4781232
Magnum Force,1973,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.7923723 -122.4105611
Magnum Force,1973,"Embarcadero Freeway, San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.7881524 -122.2512872
Magnum Force,1973,"City Hall, San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.7792597 -122.4192646
Magnum Force,1973,"Broadway Tunnel (Russian Hill), San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.7967331 -122.4148881
Magnum Force,1973,"280 Freeway at Pennsylvania and Mariposa Streets, San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.7727852 -122.3981301
Magnum Force,1973,"2190 Washington Street (Pacific Heights), San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.7925895 -122.4291618
Magnum Force,1973,"18th Street Overpass (Potrero Hill), San Francisco",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,37.762585 -122.3965523
Maxie,1985,"Asian Art Museum (200 Larkin Street, Civic Center), San Francisco",Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Ruth Gordon,37.7801637 -122.4161985
Maxie,1985,"Grace Cathedral Episcopal Church (1100 California Street), San Francisco",Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Ruth Gordon,37.7918581 -122.4134328
Maxie,1985,"722 Steiner Street (Postcard Row, Alamo Square, Hayes Valley), San Francisco",Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Ruth Gordon,37.7762593 -122.432758
Memoirs of an Invisible Man,1992,"St. Elizabeth Apartment House (901 Powell Street at Sacramento), San Francisco",Warner Bros. Pictures,Warner Bros. Pictures,John Carpenter,Robert Collector,Chevy Chase,Daryl Hannah,Sam Neill,37.7930902 -122.4095704
Midnight Lace,1960,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",Arwin Productions,Universal Pictures,David Miller,Ivan Goff,Doris Day,Rex Harrison,John Gavin,37.7923723 -122.4105611
Pushing Dead,2016,"1069 Tennessee Street, San Francisco","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,37.7583843 -122.388873
Mrs. Doubtfire,1993,"1200 Washington Street at Taylor Street, San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,37.7943732 -122.4133368
Mrs. Doubtfire,1993,"Hancock School (940 Filbert Street), San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,37.800717 -122.4148442
Mrs. Doubtfire,1993,"Danilo's Bakery (Green Street & Bannam Place), San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,37.7998378 -122.4078056
Mrs. Doubtfire,1993,"Chrissy Field, San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,37.8040257 -122.4650165
Mrs. Doubtfire,1993,"520-522A Green Street at Grant Street, San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,37.79971219999999 -122.4074155
Mrs. Doubtfire,1993,"516 Green Street, San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,37.7998378 -122.4078056
Mrs. Doubtfire,1993,"100 Embarcadero Street, San Francisco",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,37.7933939 -122.3925928
"Murder in the First, Season 1",2014,"1821 Alabama Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7439932 -122.4101698
"Murder in the First, Season 1",2014,"Hall of Justice (850 Bryant Street), San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.775471 -122.4037169
"Murder in the First, Season 1",2014,"Cameron House (920 Sacramento Street), San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7932786 -122.4084188
"Murder in the First, Season 1",2014,"504 Broadway, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.798165 -122.4056481
"Murder in the First, Season 1",2014,"9 Calhoun Terrace, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.8007566 -122.4038752
"Murder in the First, Season 1",2014,"AT&T Park, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7785951 -122.3892698
"Murder in the First, Season 1",2014,"731 Grant Avenue, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7937592 -122.4063094
"Murder in the First, Season 1",2014,"Joice Street at Clay Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7939604 -122.4087083
"Murder in the First, Season 1",2014,"Palace of Fine Arts (3301 Lyon Street), San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.8029577 -122.4491929
"Murder in the First, Season 1",2014,"800 Bay Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.804891 -122.420441
"Murder in the First, Season 1",2014,"1201 Columbus Avenue, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.8053237 -122.4179462
"Murder in the First, Season 1",2014,"Pier 45, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.8093233 -122.417095
"Murder in the First, Season 1",2014,"369 Embarcadero, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.790813 -122.3893598
"Murder in the First, Season 1",2014,"Dolores Park, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7596168 -122.4269038
"Murder in the First, Season 1",2014,"24th Street between Folsom and Harrison Streets, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7522493 -122.4184588
"Murder in the First, Season 1",2014,"13 Lucky Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7522478 -122.413422
"Murder in the First, Season 1",2014,"1541 Grove Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.8781246 -122.2737375
"Murder in the First, Season 1",2014,"Ida B. Wells High School (1099 Hayes Street), San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7750892 -122.4340281
"Murder in the First, Season 1",2014,"Alamo Square Park, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7763694 -122.434819
"Murder in the First, Season 1",2014,"50 California Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7940487 -122.3973037
"Murder in the First, Season 1",2014,"373 Columbus Avenue, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7983786 -122.4078578
"Murder in the First, Season 1",2014,"350 Union Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.801101 -122.4053576
"Murder in the First, Season 2",2015,"Potrero Hill Recreation Center (801 Arkansas Street), San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7561624 -122.3972493
"Murder in the First, Season 2",2015,"1243 19th Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7611935 -122.3952459
"Murder in the First, Season 2",2015,"372/374 Pennsylvania Avenue , San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7618033 -122.3938338
"Murder in the First, Season 2",2015,"Stevenson Alley, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7800694 -122.4118851
"Murder in the First, Season 2",2015,"901 Missouri Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7548219 -122.3955818
"Murder in the First, Season 2",2015,"83 Watchman Way, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7550507 -122.3950942
"Murder in the First, Season 2",2015,"1059 Texas Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7529055 -122.3946294
"Murder in the First, Season 2",2015,"Sue Bierman Park, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7961171 -122.396016
"Murder in the First, Season 2",2015,"Embarcadero Street at Washington Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7966899 -122.3956093
"Murder in the First, Season 2",2015,"Treasure Island, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.8235515 -122.370648
"Murder in the First, Season 2",2015,"Pier 50, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7739371 -122.3848022
"Murder in the First, Season 2",2015,"435 Broadway, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7980182 -122.4044996
"Murder in the First, Season 2",2015,"Columbus Avenue between Washington and Bay Streets, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.8008473 -122.4099791
"Murder in the First, Season 2",2015,"1400 16th Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7668643 -122.4013308
"Murder in the First, Season 2",2015,"Pennsylvania Avenue at 19th Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7614837 -122.3935108
"Murder in the First, Season 2",2015,"Harriet Street between Bryant and Brannan Streets, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7747389 -122.4022683
"Murder in the First, Season 3",2016,"Golden Gate Park, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7694208 -122.4862138
"Murder in the First, Season 3",2016,"Civic Center Plaza, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7795107 -122.4176677
"Murder in the First, Season 3",2016,"500 Grove Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7777521 -122.4250694
"Murder in the First, Season 3",2016,"600 Octavia Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7778237 -122.4247155
"Murder in the First, Season 3",2016,"535 Octavia Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.777229 -122.4249441
"Murder in the First, Season 3",2016,"Patricia's Green, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7762408 -122.4244258
"Murder in the First, Season 3",2016,"Hall of Justice (850 Bryant Street), San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.775471 -122.4037169
"Murder in the First, Season 3",2016,"Harriet Alley, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7764971 -122.4041981
"Murder in the First, Season 3",2016,"Howard Street at Steuart Street, San Francisco",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.7920034 -122.3916688
